file,number,text,lrml,text_old,comments
lrml/NZ_NZBC-B1AS1#0.17.lrml,r7.3.1.0.2c,Structure Design 7.0 Glazing 22.4.3 Structural glass barriers; Structural glass barriers use glass as a structural element and are normally classified by the following types. Glass design for these types shall comply with the following tables (see note 1): Table 16 - Structural balustrade – two-edge support;,"if( and( expression( function( in), atom( relation( application), variable( glazing)), data( structure)), expression( function( is), atom( relation( type), variable( structure)), data( ballustrade)), expression( function( is), atom( relation( design), variable( ballustrade)), data( two edge support)))), then( and( obligation( expression( function( comply with), atom( relation( design), variable( structure)), data( table))), obligation( expression( function( equal), atom( relation( key), variable( table)), data( t16)))))",22.4.3 Structural glass barriers Structural glass barriers use glass as a structural element and are normally classified by the following types. Glass design for these types shall comply with the following tables (see note 1): Table 16 - Structural balustrade – two-edge support;,"LearnToIgnore
MediumData"
lrml/NZ_NZBC-B1AS1#0.17.lrml,r7.3.1.0.2d,Structure Design 7.0 Glazing 22.4.3 Structural glass barriers; Structural glass barriers use glass as a structural element and are normally classified by the following types. Glass design for these types shall comply with the following tables (see note 1): Table 17 - Structural balustrade – three-edge support.,"if( and( expression( function( in), atom( relation( application), variable( glazing)), data( structure)), expression( function( is), atom( relation( type), variable( structure)), data( ballustrade)), expression( function( is), atom( relation( design), variable( ballustrade)), data( three edge support)))), then( and( obligation( expression( function( comply with), atom( relation( design), variable( structure)), data( table))), obligation( expression( function( equal), atom( relation( key), variable( table)), data( t17)))))",22.4.3 Structural glass barriers Structural glass barriers use glass as a structural element and are normally classified by the following types. Glass design for these types shall comply with the following tables (see note 1): Table 17 - Structural balustrade – three-edge support.,"LearnToIgnore
MediumData"
lrml/NZ_NZBC-B1AS1#0.17.lrml,r7.3.1.0.3,Structure Design 7.0 Glazing; Table 14 - Structural balustrade – cantilevered glass; Table 15 - Structural balustrade – two-edge point fixed; Table 16 - Structural balustrade – two-edge support; Table 17 - Structural balustrade – three-edge support. Design types and glass types not shown in Tables 14 to 17 require specific design.,"if( and( expression( function( in), atom( relation( application), variable( glazing)), data( structure)), or( not( expression( function( is), atom( relation( design), variable( structure)), data( cantilevered glass))), not( expression( function( is), atom( relation( design), variable( structure)), data( two edge point fixed))), not( expression( function( is), atom( relation( design), variable( structure)), data( two edge support))), not( expression( function( is), atom( relation( design), variable( structure)), data( three edge support)))))), then( obligation( expression( function( has), atom( relation( system), variable( glazing)), data( specific design))))",22.4.3 Structural glass barriers Structural glass barriers use glass as a structural element and are normally classified by the following types. Glass design for these types shall comply with the following tables (see note 1): Table 14 - Structural balustrade – cantilevered glass; Table 15 - Structural balustrade – two-edge point fixed; Table 16 - Structural balustrade – two-edge support; Table 17 - Structural balustrade – three-edge support.,"Complex
LearnToIgnore
NotEncodedParts
MediumData"
lrml/NZ_NZBC-B1AS1#0.17.lrml,r7.3.1.0.4,Structure Design 7.0 Glazing; All structural glass barriers safeguarding a fall of 1000 mm or more shall have interlinking rails,"if( and( expression( function( is), atom( relation( material), variable( structure)), data( glass)), expression( function( is), atom( relation( purpose), variable( structure)), data( barrier)), expression( function( is), atom( relation( purpose), variable( barrier)), data( safeguard)), expression( function( for), atom( variable( safeguard)), data( fall)), expression( function( greater than equal), atom( relation( height), variable( fall)), data( baseunit( prefix( milli), kind( metre)), value( 1000.0))))), then( and( obligation( expression( function( has), atom( variable( structure)), data( rail))), obligation( expression( function( is), atom( variable( rail)), data( interlinked)))))",All structural glass barriers safeguarding a fall of 1000 mm or more shall have interlinking rails,Detailed
lrml/NZ_NZBC-B1AS1#0.17.lrml,r7.3.1.0.5,"Rule 7.3.1.0.4 for rails, which in the event a glass pane breaks, spans the broken pane at the required barrier height and, i) resists Line and Concentrated design loads (SLS) specified in Tables 14 to 17, and ii) does not deflect more than 100 mm, in any direction, under the design loads.","if( and( expression( function( comply with), atom( variable( rail)), data( rule)), expression( function( equal), atom( relation( key), variable( rule)), data( 7.3.1.0.4)), expression( function( is), atom( relation( material), variable( pane)), data( glass)), expression( function( is), atom( variable( pane)), data( broken)), expression( function( define), atom( relation( height), variable( barrier)), data( x0)))), then( and( obligation( expression( function( by), atom( relation( span), variable( pane)), data( rail))), obligation( expression( function( equal), atom( relation( span), variable( pane)), data( x0))), obligation( expression( function( has), atom( variable( rail)), data( resistance))), obligation( expression( function( is), atom( relation( resistance), variable( rail)), data( line design load))), obligation( expression( function( is), atom( relation( resistance), variable( rail)), data( concentrated design load))), obligation( expression( function( as per), atom( variable( line design load)), data( table))), obligation( expression( function( as per), atom( variable( concentrated design load)), data( table))), and( obligation( expression( function( equal), atom( relation( key), variable( table)), data( t14))), obligation( expression( function( equal), atom( relation( key), variable( table)), data( t15))), obligation( expression( function( equal), atom( relation( key), variable( table)), data( t16))), obligation( expression( function( equal), atom( relation( key), variable( table)), data( t17)))), obligation( expression( function( has), atom( variable( rail)), data( deflection))), obligation( expression( function( less than equal), atom( relation( deflection), variable( rail)), data( baseunit( prefix( milli), kind( metre)), value( 100.0)))), obligation( expression( function( is), atom( relation( measurement), variable( deflection)), data( any direction))), obligation( expression( function( is), atom( relation( reason), variable( deflection)), data( design load)))))","All structural glass barriers safeguarding a fall of 1000 mm or more shall have interlinking rails, which in the event a glass pane breaks, spans the broken pane at the required barrier height and, i) resists Line and Concentrated design loads (SLS) specified in Tables 14 to 17, and ii) does not deflect more than 100 mm, in any direction, under the design loads.","Define
LrmlReference
TACIT-IGNORE
MediumData"
lrml/NZ_NZBC-B1AS1#0.17.lrml,r7.3.1.0.6.a.1,"Structure Design; Interlinking rails are not required for a heat-strengthened or toughened laminated safety glass barrier that: has a top capping, corner brackets or a proprietary system and will, when both panes of the laminate are fractured, resist a 0.2 kN concentrated load and not deflect more than 250 mm (see note 2)","if( and( expression( function( is), atom( relation( material), variable( structure)), data( glass)), expression( function( is), atom( relation( purpose), variable( structure)), data( safety barrier)), expression( function( is), atom( relation( class), variable( glass)), data( safety)), expression( function( is), atom( relation( type), variable( glass)), data( laminated)), or( expression( function( is), atom( variable( glass)), data( heat strengthened)), expression( function( is), atom( variable( glass)), data( toughened))), or( expression( function( has), atom( variable( glass)), data( top capping)), expression( function( has), atom( variable( glass)), data( corner bracket)), expression( function( has), atom( variable( glass)), data( proprietary protection system))), expression( function( is), atom( variable( pane)), data( fractured)), expression( function( has), atom( variable( pane)), data( resistance)), expression( function( greater than equal), atom( relation( strength), variable( resistance)), data( baseunit( kind( newton), prefix( kilo)), value( 0.2))), expression( function( is), atom( relation( type), variable( resistance)), data( concentrated load)), expression( function( less than equal), atom( relation( deflection), variable( pane)), data( baseunit( kind( metre), prefix( milli)), value( 250.0))))), then( permission( not( expression( function( for), atom( variable( interlinked rail)), data( structure)))))","Interlinking rails are not required for a heat-strengthened or toughened laminated safety glass barrier that: has a top capping, corner brackets or a proprietary system and will, when both panes of the laminate are fractured, resist a 0.2 kN concentrated load and not deflect more than 250 mm (see note 2)","Complex
OrderDifficulties
MediumData"
lrml/NZ_NZBC-B1AS1#0.17.lrml,r7.3.1.0.6.b.1,"Structure Design; Interlinking rails are not required for a heat-strengthened or toughened laminated safety glass barrier that: has two or three edges supported by structural sealant joints or continuous clamps, and will, when both panes of the laminate are fractured, resist a 0.2 kN concentrated load and not deflect more than 250 mm (see note 2)","if( and( expression( function( is), atom( relation( material), variable( structure)), data( glass)), expression( function( is), atom( relation( purpose), variable( structure)), data( safety barrier)), or( expression( function( is), atom( variable( structure)), data( heat strengthened)), expression( function( is), atom( variable( structure)), data( toughened))), expression( function( is), atom( variable( structure)), data( laminated)), expression( function( has), atom( variable( structure)), data( edge)), or( expression( function( equal), expression( function( count), atom( variable( edge))), data( 2)), expression( function( equal), expression( function( count), atom( variable( edge))), data( 3))), or( expression( function( is), atom( relation( support), variable( edge)), data( sealant joint)), expression( function( is), atom( relation( support), variable( edge)), data( continuous clamp))), expression( function( is), atom( variable( pane)), data( fractured)), expression( function( has), atom( variable( pane)), data( resistance)), expression( function( greater than equal), atom( relation( strength), variable( resistance)), data( baseunit( prefix( kilo), kind( newton)), value( 0.2))), expression( function( is), atom( relation( type), variable( resistance)), data( concentrated load)), expression( function( less than equal), atom( relation( deflection), variable( structure)), data( baseunit( kind( metre), prefix( milli)), value( 250.0))))), then( permission( not( expression( function( for), atom( variable( interlinked rail)), data( structure)))))","Interlinking rails are not required for a heat-strengthened or toughened laminated safety glass barrier that: has two or three edges supported by structural sealant joints or continuous clamps, and will, when both panes of the laminate are fractured, resist a 0.2 kN concentrated load and not deflect more than 250 mm (see note 2)","Complex
OrderDifficulties
MediumData"
lrml/NZ_NZBC-B1AS1#0.17.lrml,r7.3.1.0.6.c.1,"Structure Design; Interlinking rails are not required for a heat-strengthened or toughened laminated safety glass barrier that: has a stiff interlayer and will, when both panes of the laminate are fractured, resist a 0.2 kN concentrated load and not deflect more than 250 mm (see note 2).","if( and( expression( function( is), atom( relation( material), variable( structure)), data( glass)), expression( function( is), atom( variable( structure)), data( safety barrier)), or( expression( function( is), atom( variable( structure)), data( heat strengthened)), expression( function( is), atom( variable( structure)), data( toughened))), expression( function( is), atom( variable( structure)), data( laminated)), expression( function( has), atom( variable( structure)), data( stiff interlayer)), expression( function( is), atom( variable( pane)), data( fractured)), expression( function( has), atom( variable( pane)), data( resistance)), expression( function( greater than equal), atom( relation( strength), variable( resistance)), data( baseunit( kind( newton), prefix( kilo)), value( 0.2))), expression( function( is), atom( relation( type), variable( resistance)), data( concentrated load)), expression( function( less than equal), atom( relation( deflection), variable( structure)), data( baseunit( kind( metre), prefix( milli)), value( 250.0))))), then( permission( not( expression( function( for), atom( variable( interlinked rail)), data( structure)))))","Interlinking rails are not required for a heat-strengthened or toughened laminated safety glass barrier that: has a stiff interlayer and will, when both panes of the laminate are fractured, resist a 0.2 kN concentrated load and not deflect more than 250 mm (see note 2).","Complex
OrderDifficulties
MediumData"
lrml/NZ_NZBC-B1AS1#0.17.lrml,r7.3.1.0.7,"Physical testing of glass barriers must include all components of the barrier system, including all structural connections. Loads and deflections must be applied and measured horizontally, at midspan, at the required barrier height. The concentrated load shall be applied over an area of 100 mm x 100 mm and for at least one minute.","if( and( expression( function( is), atom( relation( material), variable( barrier)), data( glass)), expression( function( has), atom( relation( system), variable( barrier)), data( component)))), then( and( obligation( expression( function( is), atom( variable( physical testing)), data( true))), obligation( expression( function( include), atom( relation( physical testing), variable( barrier)), data( component))), obligation( expression( function( include), atom( variable( component)), data( structural connection))), obligation( expression( function( is), atom( relation( type), variable( physical testing)), data( load))), obligation( expression( function( is), atom( relation( type), variable( physical testing)), data( deflection))), and( obligation( expression( function( is), atom( relation( method), variable( physical testing)), data( application))), obligation( expression( function( is), atom( relation( method), variable( physical testing)), data( measurement)))), and( obligation( expression( function( is), atom( relation( location), variable( physical testing)), data( horizontal))), obligation( expression( function( is), atom( relation( location), variable( physical testing)), data( midspan))), obligation( expression( function( is), atom( relation( location), variable( physical testing)), data( required barrier height)))), obligation( expression( function( is), atom( relation( application area), variable( load)), data( 100 mm x 100 mm))), obligation( expression( function( greater than equal), atom( relation( application duration), variable( load)), data( 1 minute)))))","Physical testing of glass barriers must include all components of the barrier system, including all structural connections. Loads and deflections must be applied and measured horizontally, at midspan, at the required barrier height. The concentrated load shall be applied over an area of 100 mm x 100 mm and for at least one minute.","Complex
MediumData"
lrml/NZ_NZBC-B1AS1#0.17.lrml,r7.3.1.0.7.a.1,"Structure Design; The design of structural connections, fasteners and mounting hardware, that are part of the glass barrier, is outside the scope of this Standard and must be specifically designed.","if( and( expression( function( is), atom( variable( structure)), data( safety barrier)), expression( function( has), atom( variable( structure)), data( glass)), or( expression( function( include), atom( variable( structure)), data( connection)), expression( function( include), atom( variable( structure)), data( fastener)), expression( function( include), atom( variable( structure)), data( mounting hardware))))), then( and( prohibition( expression( function( comply with), atom( relation( design), variable( connection)), data( nzbc b1as1))), prohibition( expression( function( comply with), atom( relation( design), variable( fastener)), data( nzbc b1as1))), prohibition( expression( function( comply with), atom( relation( design), variable( mounting hardware)), data( nzbc b1as1))), obligation( expression( function( is), atom( relation( design), variable( connection)), data( specific))), obligation( expression( function( is), atom( relation( design), variable( fastener)), data( specific))), obligation( expression( function( is), atom( relation( design), variable( mounting hardware)), data( specific)))))","NOTE – (1) The design of structural connections, fasteners and mounting hardware, that are part of the glass barrier, is outside the scope of this Standard and must be specifically designed.",
lrml/NZ_NZBC-B1AS1#0.17.lrml,r7.3.1.0.7.b.1,"22.4.3 Structural glass barriers; NOTE - (2) Laminated glass is susceptible to minor edge delamination, depending on the interlayer type and laminating process. Normally this will not affect the mechanical properties but can be noticeable on exposed edges.","if( and( expression( function( is), atom( relation( material), variable( barrier)), data( glass)), expression( function( is), atom( variable( glass)), data( laminated)), expression( function( has), atom( variable( barrier)), data( properties)), expression( function( is), atom( relation( type), variable( properties)), data( mechanical)), expression( function( has), atom( variable( glass)), data( exposed edge)))), then( and( expression( function( has), atom( relation( edge), variable( glass)), data( susceptibility)), expression( function( is), atom( relation( type), variable( susceptibility)), data( delamination)), expression( function( is), atom( variable( delamination)), data( minor)), expression( function( is), atom( relation( dependency), variable( delamination)), data( interlayer)), expression( function( is), atom( relation( dependency), variable( delamination)), data( lamination process)), not( expression( function( on), atom( relation( effect), variable( delamination)), data( properties))), expression( function( is), atom( relation( delamination), variable( exposed edge)), data( noticeable))))","NOTE - (2) Laminated glass is susceptible to minor edge delamination, depending on the interlayer type and laminating process. Normally this will not affect the mechanical properties but can be noticeable on exposed edges.","Abstract
Tacit
OrderDifficulties
NoObligations
TACIT-SPLIT-AT-SEMI-COLON
Fact"
lrml/NZ_NZBC-D1AS1#2.6.lrml,r1.1.1.a,1.1.1 Accessible routes shall be provided to give direct access to the principal entrance to the building where practical,"if( and( expression( function( has), atom( variable( building)), data( entrance)), expression( function( is), atom( relation( type), variable( entrance)), data( principal)), expression( function( is), atom( variable( accessible route)), data( practical)))), then( obligation( expression( function( by), atom( relation( direct access), variable( entrance)), data( accessible route))))",1.1.1 Accessible routes shall be provided to give direct access to the principal entrance to the building where practical,
lrml/NZ_NZBC-D1AS1#2.6.lrml,r1.1.1.b,"If it is not practical, the alternative most direct practical route to the space served by the principal entrance shall be used.","if( and( expression( function( has), atom( variable( building)), data( entrance)), expression( function( is), atom( variable( entrance)), data( principal)), not( expression( function( is), atom( variable( accessible route)), data( practical))))), then( obligation( expression( function( by), atom( relation( alternative access), variable( entrance)), data( accessible route))))","If it is not practical, the alternative most direct practical route to the space served by the principal entrance shall be used.",Tacit
lrml/NZ_NZBC-D1AS1#2.6.lrml,r1.1.3,"1.1.3 Where accessible units of Community service buildings are provided, an accessible route shall connect all accessible units to reception areas, offices, shops, dining rooms, kitchens, laundries, ablution blocks, recreation rooms and any other communal facilities.","if( and( expression( function( is), atom( relation( usage type), variable( building)), data( community service)), expression( function( has), atom( variable( building)), data( accessible unit)), or( expression( function( is), atom( variable( service area)), data( reception)), expression( function( is), atom( variable( service area)), data( office)), expression( function( is), atom( variable( service area)), data( shop)), expression( function( is), atom( variable( service area)), data( dining room)), expression( function( is), atom( variable( service area)), data( kitchen)), expression( function( is), atom( variable( service area)), data( laundry)), expression( function( is), atom( variable( service area)), data( ablution block)), expression( function( is), atom( variable( service area)), data( recreation room))))), then( and( obligation( expression( function( connect), atom( variable( accessible route)), data( service area))), obligation( expression( function( connect), atom( variable( accessible route)), data( accessible unit)))))","1.1.3 Where accessible units of Community service buildings are provided, an accessible route shall connect all accessible units to reception areas, offices, shops, dining rooms, kitchens, laundries, ablution blocks, recreation rooms and any other communal facilities.",
lrml/NZ_NZBC-D1AS1#2.6.lrml,r1.1.4,1.1.4 Figure 1 illustrates an acceptable solution with provision for people with disabilities to approach buildings.,"if( expression( function( has), atom( relation( occupant), variable( building)), data( disabilities))), then( and( obligation( expression( function( comply with), atom( relation( access), variable( building)), data( figure))), expression( function( equal), atom( relation( key), variable( figure)), data( f1.1))))",1.1.4 Figure 1 illustrates an acceptable solution with provision for people with disabilities to approach buildings.,
lrml/NZ_NZBC-D1AS1#2.6.lrml,r1.1.5,1.1.5 Access routes which are part of an escape route shall also comply with NZBC C4.,"if( expression( function( part of), atom( variable( access route)), data( escape route))), then( obligation( expression( function( comply with), atom( variable( access route)), data( nzbc c4))))",1.1.5 Access routes which are part of an escape route shall also comply with NZBC C4.,
lrml/NZ_NZBC-D1AS1#2.6.lrml,r1.2,1.2.1 Slope in direction of travel; Acceptable slopes for different types of access routes are shown in Figure 2.,"if( expression( function( has), atom( variable( building)), data( access route))), then( and( obligation( expression( function( comply with), atom( relation( slope), variable( access route)), data( figure))), expression( function( equal), atom( relation( key), variable( figure)), data( f2.1))))",1.2.1 Slope in direction of travel Acceptable slopes for different types of access routes are shown in Figure 2.,
lrml/NZ_NZBC-D1AS1#2.6.lrml,r1.3.1,"1.3.1 Except in household units (risk group SH1) or where permitted by Paragraph 1.3.2, a single isolated step shall not be permitted.","if( not( expression( function( is), atom( relation( classified use), variable( building)), data( housing)))), then( prohibition( expression( function( is), atom( relation( is exist), variable( single isolated step)), data( true))))","1.3.1 Except in household units or where permitted by Paragraph 1.3.2, a single isolated step shall not be permitted but the change of level shall be constructed as a ramp complying with Paragraph 3.0.","Tacit
MissingInformation
LearnToIgnore
TACIT-REMOVE-BRACKETS
SplitableEntities
"
lrml/NZ_NZBC-D1AS1#2.6.lrml,r1.3.2,1.3.2 Threshold weather stops projecting no more than 20 mm above the threshold finished surface are acceptable.,"if( and( expression( function( has), atom( variable( access route)), data( single isolated step)), expression( function( is), atom( relation( purpose), variable( single isolated step)), data( threshold weather stop)))), then( and( permission( expression( function( has), atom( variable( access route)), data( single isolated step))), obligation( expression( function( less than equal), atom( relation( height), variable( single isolated step)), data( baseunit( prefix( milli), kind( metre)), value( 20.0))))))",1.3.2 Threshold weather stops projecting no more than 20 mm above the threshold finished surface are acceptable.,SplitableEntities
lrml/NZ_NZBC-D1AS1#2.6.lrml,r1.4,1.4.1 Access routes shall have height clearances complying with Table 1 and as shown in Figure 3.,"if( expression( function( has), atom( variable( building)), data( access route))), then( and( obligation( expression( function( comply with), atom( relation( height clearance), variable( access route)), data( table))), expression( function( equal), atom( relation( key), variable( table)), data( t1.1)), expression( function( comply with), atom( relation( height clearance), variable( access route)), data( figure)), expression( function( equal), atom( relation( key), variable( figure)), data( f3.1))))",1.4.1 Access routes shall have height clearances complying with Table 1 and as shown in Figure 3.,Tacit
lrml/NZ_NZBC-D1AS1#2.6.lrml,r2.1.2.0.1,"2.1.2 For level access routes (including level accessible routes) expected to become wet with water in normal use, walking surfaces shall either: a) Have an SRV classification of not less than 39 from the wet pendulum test method of AS 4586 Appendix A using the Slider 96 rubber, or b) Use the materials listed in Table 2 as ‘acceptable wet slip’.","if( and( or( expression( function( is), atom( relation( activity), variable( space)), data( access route)), expression( function( is), atom( relation( activity), variable( space)), data( walking))), expression( function( is), atom( relation( type), variable( access route)), data( level)), expression( function( is), expression( function( risk of), atom( relation( floor), variable( space))), data( wet)))), then( or( obligation( expression( function( greater than equal), atom( relation( srv), variable( floor)), data( 39))), and( expression( function( comply with), atom( relation( surface type), variable( floor)), data( table)), expression( function( equal), atom( relation( key), variable( table)), data( t2)), expression( function( is), atom( relation( column), variable( table)), data( acceptable wet slip resistance)))))","2.1.2 For level access routes (including level accessible routes) expected to become wet with water in normal use, walking surfaces shall either: in areas that are primarily used barefoot, such as around swimming pools and adjacent to communal showers, Classification 'B' from the ramp method of AS 4586 Appendix C gives an acceptable slip resistance for walking surfaces.","Tacit
Abstract"
lrml/NZ_NZBC-E2AS1#3.8.lrml,r1.1.1.0.1,Attached garages that are integral with the weathertightness envelope of the building are included within the scope of this Acceptable Solution,"if( and( expression( function( has), atom( variable( building)), data( weathertightness envelope)), expression( function( part of), atom( variable( attached garage)), data( weathertightness envelope)))), then( permission( expression( function( comply with), atom( variable( attached garage)), data( nzbc e2as1))))",Attached garages that are integral with the weathertightness envelope of the building are included within the scope of this Acceptable Solution,SplitableEntities
lrml/NZ_NZBC-E2AS1#3.8.lrml,r1.2.1.0.1,"Outbuildings, such as stand-alone garages and other structures that are unlined, are outside the scope of this Acceptable Solution.","if( and( expression( function( include), atom( variable( outbuilding)), data( stand alone garage)), expression( function( include), atom( variable( outbuilding)), data( unlined structure)))), then( prohibition( expression( function( comply with), atom( variable( outbuilding)), data( nzbc e2as1))))","Outbuildings, such as stand-alone garages and other structures that are unlined, are outside the scope of this Acceptable Solution.",SplitableEntities
lrml/NZ_NZBC-E2AS1#3.8.lrml,r2.1.0.1,2.1 Weathertightness; Cladding systems shall meet the requirements of NZBC E2.2 to E2.3.7,"if( expression( function( is), atom( variable( cladding system)), data( true))), then( and( obligation( expression( function( comply with), atom( variable( cladding system)), data( nzbc e2 2))), obligation( expression( function( comply with), atom( variable( cladding system)), data( nzbc e2 3.1))), obligation( expression( function( comply with), atom( variable( cladding system)), data( nzbc e2 3.2))), obligation( expression( function( comply with), atom( variable( cladding system)), data( nzbc e2 3.3))), obligation( expression( function( comply with), atom( variable( cladding system)), data( nzbc e2 3.4))), obligation( expression( function( comply with), atom( variable( cladding system)), data( nzbc e2 3.5))), obligation( expression( function( comply with), atom( variable( cladding system)), data( nzbc e2 3.6))), obligation( expression( function( comply with), atom( variable( cladding system)), data( nzbc e2 3.7)))))",2.1 Weathertightness Cladding systems shall meet the requirements of NZBC E2.2 to E2.3.7,"Tacit
ListReferences"
lrml/NZ_NZBC-E2AS1#3.8.lrml,r3.3.0.1,3.3 Wall claddings; The following wall cladding systems are covered in this Acceptable Solution: a) Masonry veneer Paragraph 9.2 b) Stucco Paragraph 9.3 c) Timber weatherboards Paragraph 9.4 d) Fibre cement weatherboards Paragraph 9.5 e) Profiled metal wall claddings Paragraph 9.6 f) Fibre cement sheet Paragraph 9.7 g) Plywood sheet Paragraph 9.8 h) EIFS Paragraph 9.9.,"if( and( expression( function( is), atom( relation( application), variable( cladding)), data( wall)), or( expression( function( is), atom( relation( system), variable( cladding)), data( masonry veneer)), expression( function( is), atom( relation( system), variable( cladding)), data( stucco)), expression( function( is), atom( relation( system), variable( cladding)), data( timber weatherboard)), expression( function( is), atom( relation( system), variable( cladding)), data( fibre cement weatherboard)), expression( function( is), atom( relation( system), variable( cladding)), data( profiled metal wall cladding)), expression( function( is), atom( relation( system), variable( cladding)), data( fibre cement sheet)), expression( function( is), atom( relation( system), variable( cladding)), data( plywood sheet)), expression( function( is), atom( relation( system), variable( cladding)), data( eifs))))), then( obligation( expression( function( comply with), atom( relation( system), variable( cladding)), data( nzbc e2as1))))",3.3 Wall claddings The following wall cladding systems are covered in this Acceptable Solution: a) Masonry veneer Paragraph 9.2 b) Stucco Paragraph 9.3 c) Timber weatherboards Paragraph 9.4 d) Fibre cement weatherboards Paragraph 9.5 e) Profiled metal wall claddings Paragraph 9.6 f) Fibre cement sheet Paragraph 9.7 g) Plywood sheet Paragraph 9.8 h) EIFS Paragraph 9.9.,"SomeDetailsNotEncoded
SplitableEntities"
lrml/NZ_NZBC-E2AS1#3.8.lrml,r3.3.0.2,a) Masonry veneer b) Stucco c) Timber weatherboards d) Fibre cement weatherboards e) Profiled metal wall claddings f) Fibre cement sheet g) Plywood sheet h) EIFS. Other wall claddings are outside the scope of this Acceptable Solution.,"if( and( expression( function( is), atom( relation( application), variable( cladding)), data( wall)), not( expression( function( is), atom( relation( system), variable( cladding)), data( masonry veneer))), not( expression( function( is), atom( relation( system), variable( cladding)), data( stucco))), not( expression( function( is), atom( relation( system), variable( cladding)), data( timber weatherboard))), not( expression( function( is), atom( relation( system), variable( cladding)), data( fibre cement weatherboard))), not( expression( function( is), atom( relation( system), variable( cladding)), data( profiled metal wall cladding))), not( expression( function( is), atom( relation( system), variable( cladding)), data( fibre cement sheet))), not( expression( function( is), atom( relation( system), variable( cladding)), data( plywood sheet))), not( expression( function( is), atom( relation( system), variable( cladding)), data( eifs))))), then( prohibition( expression( function( comply with), atom( variable( cladding)), data( nzbc e2as1))))",Other wall claddings are outside the scope of this Acceptable Solution.,"DataOr
ImplicitReference
TACIT-IGNORE
SplitableEntities"
lrml/NZ_NZBC-E2AS1#3.8.lrml,r3.4.1.1.0.0.a.1,3.4.1.1 Cladding options; a) Direct fixed claddings: i) Timber weatherboards – all types shown ii) Fibre cement weatherboards iii) Vertical profiled metal – corrugated and symmetrical trapezoidal only iv) Fibre cement sheet – not flush-finished v) Plywood sheet,"if( and( expression( function( is), atom( relation( application), variable( cladding)), data( wall)), expression( function( has), atom( variable( cladding)), data( fixing)), or( expression( function( is), atom( relation( type), variable( cladding)), data( timber weatherboard)), expression( function( is), atom( relation( type), variable( cladding)), data( fibre cement weatherboard)), expression( function( is), atom( relation( type), variable( cladding)), data( vertical profiled metal)), expression( function( is), atom( relation( type), variable( cladding)), data( fibre cement sheet)), expression( function( is), atom( relation( type), variable( cladding)), data( plywood sheet))))), then( obligation( expression( function( is), atom( relation( method), variable( fixing)), data( direct))))","3.4.1.1 Cladding options As all faces score low, cladding options from Table 3 are: a) Direct fixed claddings: i) Timber weatherboards – all types shown ii) Fibre cement weatherboards iii) Vertical profiled metal – corrugated and symmetrical trapezoidal only iv) Fibre cement sheet – not flush-finished v) Plywood sheet","Tacit
EncodeReverse
SomeDetailsNotEncoded
SplitableEntities"
lrml/NZ_NZBC-E2AS1#3.8.lrml,r4.1.0.1,Cladding system 4.1 Materials for flashings; Acceptable materials for flashing junctions and penetrations are described in Paragraph 4.3.,"if( and( expression( function( is), atom( relation( application), variable( cladding)), data( wall)), expression( function( for), atom( relation( material), variable( flashing)), data( cladding)), expression( function( for), atom( relation( material), variable( junction)), data( cladding)), expression( function( for), atom( relation( material), variable( penetration)), data( cladding)))), then( and( obligation( expression( function( comply with), atom( relation( material), variable( flashing)), data( rule))), obligation( expression( function( comply with), atom( relation( material), variable( junction)), data( rule))), obligation( expression( function( comply with), atom( relation( material), variable( penetration)), data( rule))), obligation( expression( function( equal), atom( relation( key), variable( rule)), data( 4.3.0.1)))))",4.1 Materials for flashings Acceptable materials for flashing junctions and penetrations are described in Paragraph 4.3.,"DefinitionInformation
Complex"
lrml/NZ_NZBC-E2AS1#3.8.lrml,r4.2.2.0.1,"4.2.2 Surrounding materials; Metals which are in contact in locations where they will become wet, or where water can flow over metals or certain plastics onto another metal, shall be selected in accordance with Table 21 and Table 22.","if( and( expression( function( is), atom( relation( material), variable( object)), data( metal)), expression( function( to), atom( relation( exposure), variable( object)), data( moisture)))), then( and( obligation( expression( function( as per), atom( relation( selection), variable( object)), data( nzbc e2as1 t21))), obligation( expression( function( as per), atom( relation( selection), variable( object)), data( nzbc e2as1 t22)))))","4.2.2 Surrounding materials Metals which are in contact in locations where they will become wet, or where water can flow over metals or certain plastics onto another metal, shall be selected in accordance with Table 21 and Table 22.","Tacit
NotEncodedParts
Abstract"
lrml/NZ_NZBC-E2AS1#3.8.lrml,r4.3.0.1,"4.3 Acceptable flashing materials; Tables 20, 21 and 22 shall be used to assess suitability of flashing materials for the required durability.","if( obligation( expression( function( has), atom( relation( material), variable( flashing)), data( durability)))), then( and( obligation( expression( function( comply with), atom( relation( material), variable( flashing)), data( table))), obligation( expression( function( equal), atom( relation( key), variable( table)), data( t20))), obligation( expression( function( equal), atom( relation( key), variable( table)), data( t21))), obligation( expression( function( equal), atom( relation( key), variable( table)), data( t22)))))","4.3 Acceptable flashing materials Tables 20, 21 and 22 shall be used to assess suitability of flashing materials for the required durability.",
