file,number,text,lrml,paraphrase,random_split,doc_split,selected_round_1,selected_round_2
NZ_NZBC-B1AS1#0.17,7.3.1.0.2d,NZS 4223.3 Glass design for these types shall comply with the following tables (see note 1): Table 17 - Structural balustrade – three-edge support.,"if(and(is(structure,balustrade),is(balustrade.design,threeEdgeSupport))),then(obligation(complyWith(balustrade.design,nzs_4223_3_t17)))","If the design of a structural balustrade is three-edge support, then the balustrade's design shall comply with NZS 4223.3 Table 17.",1,1,0.0,-1
NZ_NZBC-B1AS1#0.17,7.3.1.0.3,Structure Design 7.0 Glazing; Table 14 - Structural balustrade – cantilevered glass; Table 15 - Structural balustrade – two-edge point fixed; Table 16 - Structural balustrade – two-edge support; Table 17 - Structural balustrade – three-edge support. Design types and glass types not shown in Tables 14 to 17 require specific design.,"if(and(is(structure,balustrade),not(is(balustrade.design,and(cantileveredGlass,twoEdgePointFixed,twoEdgeSupport,threeEdgeSupport))))),then(obligation(is(balustrade.design,specificDesign)))","If the design of a structural balustrade is not cantilevered glass, two-edge point fixed, two-edge support, and three-edge support, then the balustrade requires specific design.",3,1,,-1
NZ_NZBC-B1AS1#0.17,7.3.1.0.4,Structure Design 7.0 Glazing; All structural glass barriers safeguarding a fall of 1000 mm or more shall have interlinking rails.,"if(and(is(structure.material,glass),is(structure,safetyBarrier),against(safetyBarrier,fall),greaterThanEqual(fall.height,1000 mm))),then(obligation(and(has(structure,rail),is(rail,interlinked))))","If a structure is made of glass and is a safety barrier against a fall of 1000 mm or more, then the structure shall have interlinking rails.",1,2,1.0,1
NZ_NZBC-B1AS1#0.17,7.3.1.0.5,"Rails, which in the event a glass pane breaks, spans the broken pane at the required barrier height and, i) resists Line and Concentrated design loads (SLS) specified in Tables 14 to 17, and ii) does not deflect more than 100 mm, in any direction, under the design loads.","if(and(around(rail,pane),is(pane.material,glass),is(pane,broken))),then(obligation(and(for(rail.span,pane),define(barrier.height,x0),equal(rail.span,x0),against(rail.resistance,and(lineDesignLoad,concentratedDesignLoad)),asPer(lineDesignLoad,nzbc_b1as1_t14 to nzbc_b1as1_t17),asPer(concentratedDesignLoad,nzbc_b1as1_t14 to nzbc_b1as1_t17),has(rail,deflection),lessThanEqual(rail.deflection,100 mm),towards(rail.deflection,anyDirection),by(rail.deflection,designLoad))))","If the rails are around a glass pane and the glass pane is broken, then the rail spans the broken pane at the barrier height and, the rails shall resist line design loads and concentrated design loads specified in B1/AS1 Tables 14 to 17, and the rails do not deflect more than 100 mm, towards any direction, by the design loads.",1,1,1.0,1
NZ_NZBC-E2AS1#3.8,6.4.0.4,"Metal cappings installed over parapets and enclosed balustrades. j) Where necessary, expansion joints shall be formed as shown in Figure 9 (g), and with: i) minimum 200 mm laps ii) sliding clips at both sides of the lap.","if(and(is(capping.material,metal),above(capping.installation,and(parapet,balustrade)),is(balustrade,enclosed))),then(obligation(and(has(capping,expansionJoint),asPer(expansionJoint,nzbc_e2as1_f9.g),has(expansionJoint,lap),greaterThanEqual(lap.size,200 mm),loop(forEach(lap.side),has(lap.side,slidingClip)))))","If metal cappings installed over parapets and enclosed balustrades, then the capping shall have expansion joints as shown in E2/AS1 Figure 9.g, and the expansion joint shall have minimum 200 mm sized laps and each side of the lap shall have sliding clips.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,6.5.0.1.a.1,"6.5 Membrane cappings; Butyl rubber and EPDM cappings shall be in accordance with Paragraph 4.3.9, and comply with the following requirements: a) Tops of membrane cappings shall be free of any penetrations, and shall have a minimum slope of 10° (1:6).","if(is(capping.material,or(butylRubber,epdm))),then(obligation(and(asPer(capping,nzbc_e2as1_4.3.9),has(capping,top),not(has(top,penetration)),greaterThanEqual(top.slope,10 deg))))","If the capping material is butyl rubber or EPDM, then the capping shall be in accordance with E2/AS1 Paragraph 4.3.9, and the top of the capping shall be free of any penetrations, and shall have a minimum slope of 10 deg.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,6.5.0.1.c.1,Butyl rubber and EPDM cappings shall comply with the following requirements: Joints shall be in accordance with Paragraph 8.5.5.2.,"if(is(capping.material,or(butylRubber,epdm))),then(obligation(asPer(capping.expansionJoint,nzbc_e2as1_8.5.5.2)))","If cappings are material butyl rubber and EPDM, then the joints shall be in accordance with E2/AS1 Paragraph 8.5.5.2.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,7.1.1.0.1.b.1,7.1.1 Slatted decks; The level of the upper surface of the slatted deck: May be at the same level as the threshold for non-cantilevered decks that are formed as shown in Figure 14(c).,"if(and(is(deck,slatted),not(is(deck,cantilevered)),asPer(deck,nzbc_e2as1_f14.c))),then(permission(and(define(deck.thresholdLevel,x0),equal(deck.upperSurfaceLevel,x1))))","If the deck is slatted and not cantilevered and as shown in E2/AS1 Figure 14.c, then the deck's upper surface level may be equal to the deck's threshold level.",2,1,,-1
NZ_NZBC-E2AS1#3.8,7.1.2.0.1,"7.1.2 Enclosed decks; This Acceptable Solution is limited to enclosed decks with a maximum area of 40 m2. For enclosed decks, the vertical separation between the opening threshold level and the upper surface of the finished deck surface shall be a minimum of 100 mm.","if(and(is(deck,enclosed),lessThanEqual(deck.area,40 m2))),then(and(applyTo(nzbc_e2as1,deck),obligation(and(is(deck.surface,finished),define(deck.thresholdLevel,x0),define(deck.upperSurfaceLevel,x1),inBetween(separation,and(x0,x1)),greaterThanEqual(separation,100 mm)))))","If enclosed decks have a maximum area of 40 m2, then E2/AS1 applies to the deck. The deck surface shall be finished and a separation between the threshold level and the deck's upper surface level shall be a minimum of 100 mm.",3,0,,-1
NZ_NZBC-E2AS1#3.8,7.2.1.0.1,7.2.1 Slatted timber decks to walls; Junctions of slatted timber decks with walls shall be made weathertight as shown in Figures 15 and 16.,"if(and(is(deck,slatted),is(deck.material,timber),inBetween(junction,and(deck,wall)))),then(obligation(and(is(junction,weathertight),asPer(weathertight,and(nzbc_e2as1_f15,nzbc_e2as1_f16)))))","If the deck is slatted and deck material is timber and a junction is between the deck and wall, then the junction shall be made weathertight as shown in E2/AS1 Figures 15 and 16.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.2.1.1.0.0.a.1,8.2.1.1 Tile profiles; a) Type I: Double profile tiles having two distinct watercourses with a minimum watercourse depth of 18 mm.,"if(is(tile.type,doubleProfile)),then(and(equal(count(tile.watercourse),2),greaterThanEqual(watercourse.depth,18 mm)))","If the tile type is double profile, then the tiles having two distinct watercourses with a minimum watercourse depth of 18 mm.",1,2,0.0,-1
NZ_NZBC-E2AS1#3.8,8.2.1.1.0.0.b.1,8.2.1.1 Tile profiles; Type II: Single profile tiles having one water- course depth of a minimum of 25 mm.,"if(is(tile.type,singleProfile)),then(and(equal(count(tile.watercourse),1),greaterThanEqual(watercourse.depth,25 mm)))","If the tile type is single profile, then the tiles having one water- course depth of a minimum of 25 mm.",2,1,,-1
NZ_NZBC-E2AS1#3.8,8.2.1.1.0.0.c.1,"8.2.1.1 Tile profiles; c) Type III: Tiles not fitting the Type I (Double profile) or Type II (Single profile) categories, and includes flat tiles and those resembling slates, shakes and shingles.","if(is(tile.type,typeIii)),then(and(not(is(tile.type,or(doubleProfile,singleProfile))),include(tile.type,flatTile),similarTo(tile.type,or(slate,shake,shingle))))","If the tile type is Type III, then Tiles types that are not Double profile or Single profile categories, and includes flat tiles and those similar to slates, shakes and shingles.",1,1,,-1
NZ_NZBC-E2AS1#3.8,8.2.3.0.1,"8.2.3 Installation; Masonry tile roof cladding shall be installed in accordance with NZS 4206 or AS 2050 onto minimum H1.2 treated timber battens, except the minimum pitch shall be as specified in Table 10.","if(is(roofCladding.type,masonryTile)),then(obligation(and(complyWith(roofCladding.installation,or(nzs_4206,as_2050)),onto(roofCladding.installation,batten),is(batten.material,timber),greaterThanEqual(timber.treatment,h1.2),asPer(roofCladding.pitch,nzbc_e2as1_t10))))","If roof cladding is masonry tile, then the roof cladding shall be installed in accordance with NZS 4206 or AS 2050 onto minimum H1.2 treated timber battens and the roof cladding pitch shall be as specified in E2/AS1 Table 10.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.2.3.0.2,"Roof cladding; Where required in AS 2050 and Table 20, underlay shall comply with Table 23.","if(and(requires(roofCladding,underlay),asPer(underlay,and(as_2050,nzbc_e2as1_t20)))),then(obligation(complyWith(underlay,nzbc_e2as1_t23)))","If the roof cladding requires and underlay in AS 2050 and E2/AS1 Table 20, then the underlay shall comply with E2/AS1 Table 23.",2,1,,-1
NZ_NZBC-E2AS1#3.8,8.2.3.0.3,"8.0 Roof claddings 8.2.3 Installation; Fixing and fixing patterns shall be to NZS 4206, with the exception that nails shall penetrate a minimum of 35 mm into timber battens, and the minimum pitches and roof underlay shall be as described in Table 10 and Table 23.","if(has(roofCladding,or(fixing,fixingPattern))),then(obligation(and(complyWith(fixing,nzs_4206),complyWith(fixing.pattern,nzs_4206),into(nail.penetration,batten),is(batten.material,timber),include(fixing,nail),greaterThanEqual(nail.penetration,35 mm),asPer(roofCladding.pitch,and(nzbc_e2as1_t10,nzbc_e2as1_t23)),asPer(roofCladding.underlay,and(nzbc_e2as1_t10,nzbc_e2as1_t23)))))","If roof claddings have fixings or fixing patterns, then the fixing and fixing patterns shall be to NZS 4206, with the exception that fixing include nails and nails shall penetrate a minimum of 35 mm into timber battens, and the roof cladding pitches and roof cladding underlay shall be as described in E2/AS1 Table 10 and Table 23.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.2.3.0.4,"Use 304 or 316 stainless steel fixings for corrosion zones B, C or hot dip galvanised fixings at 450 g/m2 for Zone B and Zone C.","if(and(is(corrosionZone,or(b,c)),for(fixing,corrosionZone))),then(obligation(or(and(is(fixing.material,stainlessSteel),is(stainlessSteel.grade,or(304,306))),and(is(fixing.material,hotDipGalvanized),is(fixing.weight,450 g/m2)))))","If the corrosion zones for the fixing is B or C, then either the fixing material shall be 304 or 316 stainless steel or the fixing material shall be hot dip galvanised fixings at 450 g/m2.",1,2,0.0,-1
NZ_NZBC-E2AS1#3.8,8.2.3.0.5,Use 304 or 316 stainless steel fixings for corrosion zones D and E.,"if(and(is(corrosionZone,or(d,e)),for(fixing,corrosionZone))),then(obligation(and(is(fixing.material,stainlessSteel),is(stainlessSteel.grade,or(304,306)))))","If the corrosion zones for the fixing is B or C, then fixing material shall be 304 or 316 stainless steel.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.2.3.0.6,"8.2.3 Installation; Where masonry tiles have been shown to comply with the dynamic weathertightness test requirements of AS 4046: Part 9, a lower pitch (as in Table 10) may be used providing it is not less than 15°.","if(and(is(cladding.type,masonryTile),complyWith(cladding,dynamicWeathertightnessTestRequirement),asPer(dynamicWeathertightnessTestRequirement,as_4046_9))),then(permission(and(not(asPer(cladding.pitch,nzbc_e2as1_t10)),greaterThanEqual(cladding.pitch,15 deg))))","If the cladding type is masonry tiles and the cladding complies with the dynamic weathertightness test requirements of AS 4046 Part 9, then the cladding pitch may not be as in E2/AS1 Table 10 providing the cladding pitch is not less than 15 deg.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.1.1.0.1,"8.1.1 Weathertightness; Roof claddings shall meet the requirements of NZBC E2.2, and be specified and constructed in accordance with the provisions of Paragraph 8.1.2 to Paragraph 8.5.","if(exist(roofCladding)),then(obligation(and(complyWith(roofCladding,nzbc_e2_2),asPer(roofCladding.specification,and(nzbc_e2as1_8.1.2 to nzbc_e2as1_8.5)),asPer(roofCladding.construction,and(nzbc_e2as1_8.1.2 to nzbc_e2as1_8.5)))))","If roof claddings exist, then the roof cladding shall meet the requirements of NZBC E2 2, and be specified and constructed in accordance with E2/AS1 Paragraph 8.1.2 to Paragraph 8.5.",1,2,0.0,-1
NZ_NZBC-E2AS1#3.8,8.1.2.0.1,8.1.2 Limitations; The following roof cladding systems are covered in this Acceptable Solution: a) Masonry tiles Paragraph 8.2 b) Pressed metal tiles Paragraph 8.3 c) Profiled metal roof claddings Paragraph 8.4 d) Membrane roofing Paragraph 8.5.,"if(is(roofCladding,or(masonryTile,pressedMetalTile,profiledMetalRoofCladding,membraneRoofing))),then(applyTo(nzbc_e2as1,roofCladding))","If the roof cladding is Masonry tiles, Pressed metal tiles, Profiled metal roof claddings, or Membrane roofing, then E2/AS1 applies to the roof cladding",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.1.2.0.2,a) Masonry tiles Paragraph 8.2 b) Pressed metal tiles Paragraph 8.3 c) Profiled metal roof claddings Paragraph 8.4 d) Membrane roofing Paragraph 8.5. Other roof claddings are beyond the scope of this Acceptable Solution.,"if(not(is(roofCladding,or(masonryTile,pressedMetalTile,profiledMetalRoofCladding,membraneRoofing)))),then(not(applyTo(nzbc_e2as1,roofCladding)))","If the roof cladding is not Masonry tiles, Pressed metal tiles, Profiled metal roof claddings, and Membrane roofing, then E2/AS1 applies to the roof cladding",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.1.3.1.0.1,Projecting eaves; Soffits and verges of all projecting eaves shall be closed in.,"if(and(is(eave.type,projecting),has(eave,or(soffit,verge)))),then(obligation(and(is(soffit,closedIn),is(verge,closedIn))))","If eaves are type projecting and has soffits and verges, then the soffits and verges shall be closed in.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.1.4.0.1,"8.0 Roof Claddings 8.1.4 Fixings; Fixings shall be as specified in Paragraph 8.2 to Paragraph 8.5. Materials for fixing roof claddings and flashings, where necessary, shall be selected from Tables 20, 21 and 22 to minimise corrosion.","if(or(has(cladding,fixing),has(flashing,fixing))),then(obligation(and(asPer(fixing,and(nzbc_e2as1_8.1.2 to nzbc_e2as1_8.5)),asPer(fixing.material,and(nzbc_e2as1_t20,nzbc_e2as1_t21,nzbc_e2as1_t22)))))","If roof claddings or flashings have fixings, then the fixings shall be as specified in E2/AS1 Paragraph 8.2 to Paragraph 8.5. The fixing materials shall be selected from Tables 20, 21 and 22.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.1.5.0.1,"8.1.5 Roof underlays; Roof underlays shall be to Table 23 and NZS 2295, and be either: R1 heavy weight kraft, or R2 self supporting kraft.","if(has(roof,underlay)),then(obligation(and(complyWith(underlay,nzs_2295),complyWith(underlay,nzbc_e2as1_t23),is(underlay.type,or(r1HeavyWeightKraft,r2SelfSupportingKraft)))))","If the roof has underlays, then the underlay shall comply with E2/AS1 Table 23 and NZS 2295, and the underlay type shall be R1 heavy weight kraft or R2 self supporting kraft.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.1.5.0.2,"8.1.5 Roof underlays; Underlays shall be: • Layed with minimum numbers of laps • Lapped at all side and end laps by minimum 150 mm • Run horizontally for roof pitches below 10° • Run horizontally or vertically for roof pitches above 10° • Have anti-ponding boards at lower edges of masonry tiles, refer Figure 25(b) and Paragraph 8.2.5.","if(has(roof,underlay)),then(obligation(and(is(count(underlay.lap),minimum),has(underlay,lap),is(lap,or(end,side)),greaterThanEqual(lap.size,150 mm),or(and(is(underlay.orientation,horizontal),lessThan(roof.pitch,10 deg)),and(is(underlay.orientation,or(horizontal,vertical)),greaterThan(roof.pitch,10 deg))),has(roof,masonryTile),has(masonryTile.lowerEdge,antiPondingBoard))))","If the roof has underlays, then the underlay shall have a minimum cound of laps. The underlay shall have laps and the side laps and end laps shall be minimum 150 mm size. The underlay shall be either horizontally and roof pitches below 10 deg or the underlay shall be horizontally or vertically for roof pitches above 10 deg. The underlay shall have anti-ponding boards at lower edges of masonry tiles.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.1.6.0.1,"8.1.6 Gutters general; Gutters, downpipes and spreaders, including eaves gutters/spoutings are required for the drainage of roof water.","if(exist(roof)),then(obligation(and(has(roof.drainage,and(gutter,downpipe,spreader)),has(roof.drainage,or(eaveGutter,eaveSpouting)))))","If a roof exists, then the roof drainage shall have gutters, downpipes and spreaders, and the roof drainage shall have eave gutters or eave spoutings.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.1.6.0.1.a.1,"8.1.6 Gutters general; Gutters, downpipes and spreaders required for the drainage of roof water shall: a) Be to the minimum dimensions shown in this Acceptable Solution, or calculated to E1/AS1, whichever is the greater.","if(requires(roof.drainage,or(gutter,downpipe,spreader))),then(obligation(and(complyWith(gutter.dimension,or(nzbc_e2as1,nzbc_e1as1)),complyWith(downpipe.dimension,or(nzbc_e2as1,nzbc_e1as1)),complyWith(spreader.dimension,or(nzbc_e2as1,nzbc_e1as1)))))","If the roof drainage requires gutters, downpipes and spreaders, then the gutters, downpipes and spreaders shall comply with the dimensions in E2/AS1 and E1/AS1.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.1.6.1.0.0.a.1,"8.1.6.1 Internal gutters; Internal gutters shall: a) Be formed with continuous butyl or EPDM strip complying with Paragraph 4.3.9, with no cross-joints in the gutter, or aluminium, copper, stainless steel, or zinc sheet to Paragraph 4.3, with joints that are welded.","if(is(gutter.type,internal)),then(obligation(or(and(is(gutter.material,or(butyl,epdm)),complyWith(gutter.material,nzbc_e2as1_4.3.9),not(has(gutter,crossJoint))),and(is(gutter.material,or(aluminium,copper,stainlessSteel,zinc)),complyWith(gutter.material,nzbc_e2as1_4.3),is(gutter.joint,welded)))))","If gutters are internal, then either the gutter material shall be butyl or EPDM and comply with E2/AS1 Paragraph 4.3.9, with no cross-joints in the gutter, or the gutter material shall be aluminium, copper, stainless steel, or zinc to E2/AS1 Paragraph 4.3, with gutter joints that are welded.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.1.6.1.0.0.b.1,"8.1.6.1 Internal gutters; Internal gutters shall: b) Where butyl or EPDM, be minimum 1.5 mm membrane thickness, or 1.0 mm thickness for gutters less than 1 metre wide.","if(and(is(gutter.type,internal),is(gutter.material,or(butyl,epdm)))),then(obligation(or(and(greaterThanEqual(gutter.thickness,1.5 mm),greaterThanEqual(gutter.width,1 m)),and(greaterThanEqual(gutter.thickness,1 mm),lessThan(gutter.width,1 m)))))","If gutters are internal and gutter material is butyl or EPDM, then either the gutter shall be minimum 1.5 mm thickness and not less than 1 metre wide, or the gutter shall be 1 mm thickness and gutters less than 1 metre wide.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.1.6.1.0.0.c.1,8.1.6.1 Internal gutters; Internal gutters shall: c) Have a minimum slope of 1:100.,"if(is(gutter.type,internal)),then(obligation(greaterThanEqual(gutter.slope,1/100)))","If gutters are internal, then the gutter shall have a minimum slope of 1:100.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.1.6.1.0.0.e.1,8.1.6.1 Internal gutters; Internal gutters shall: For roofs other than membrane roofs: e) Discharge into a rainwater head as shown in Figure 63 (a) and (b).,"if(and(is(gutter.type,internal),not(is(roof.type,membrane)))),then(obligation(and(into(gutter.discharge,rainwaterHead),asPer(gutter.discharge,and(nzbc_e2as1_f63.a,nzbc_e2as1_f63.b)))))","If gutters are internal and roof type is not membrane roofs, then the gutter shall discharge into a rainwater head, and the gutter discharge shall be as shown in E2/AS1 Figure 63.a and Figure 63.b.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.1.6.2.0.2,In addition: f) Have minimum slopes of 8° for hidden gutters g) Hidden gutters receive no discharge from downpipes or spreaders.,"if(is(gutter.type,hidden)),then(obligation(and(greaterThanEqual(gutter.slope,8 deg),not(and(into(downpipe.discharge,gutter),into(spreader.discharge,gutter))))))","If the gutter type is hidden, then the gutter shall have minimum slopes of 8 deg and the gutter shall not receive discharge from downpipes or spreaders.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.1.7.0.1,8.1.7 Roof penetrations; Roof penetrations shall be made weathertight in accordance with Paragraph 8.2 to Paragraph 8.5.,"if(has(roof,penetration)),then(obligation(and(is(penetration,weathertight),complyWith(penetration,and(nzbc_e2as1_8.2 to nzbc_e2as1_8.5)))))","If the roof has penetrations, then the penetration shall be made weathertight in accordance with E2/AS1 Paragraph 8.2 to Paragraph 8.5.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.1.7.0.2,"Where roof penetrations are required for large openings such as roof lights and chimneys, this Acceptable Solution is limited to the following requirements: Rules 8.1.7.0.2.a.1 and 8.1.7.0.2.b.1.","if(and(for(roof.penetration,opening),is(opening,large),similarTo(opening,and(roofLight,chimney)))),then(and(applyTo(nzbc_e2as1_8.1.7.0.2.a.1,penetration),applyTo(nzbc_e2as1_8.1.7.0.2.b.1,penetration)))","If roof penetrations are for large openings such as roof lights and chimneys, then E2/AS1 Rules 8.1.7.0.2.a.1 and 8.1.7.0.2.b.1 apply to the penetration.",3,1,,-1
NZ_NZBC-E2AS1#3.8,8.1.7.0.2.b.1,"For the catchment area of the roof above the penetration as shown in Figure 22, the roof length shall be limited to: i) for profiled metal roofing, Table 17 ii) for other roof claddings, the areas shown in Table 9.","if(and(has(roof,penetration),above(roof.catchmentArea,penetration),asPer(roof.catchmentArea,nzbc_e2as1_f22))),then(obligation(or(and(is(roof.type,profiledMetal),asPer(roof.length,nzbc_e2as1_t17)),and(not(is(roof.type,profiledMetal)),asPer(roof.length,nzbc_e2as1_t9)))))","If the roof has a penetration and the catchment area of the roof is above the penetration and the catchment area is as shown in E2/AS1 Figure 22, then the roof length shall be limited to E2/AS1 Table 17 and roof type is profiled metal, or roof type is not profiled metal and the roof length is as shown in E2/AS1 Table 9.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.2.1.0.1,8.2.1 Materials; Concrete tiles shall meet the requirements of NZS 4206 or AS 2049.,"if(is(tile.material,concrete)),then(obligation(complyWith(tile,or(nzs_4206,as_2049))))","If the tile material is concrete, then the tile shall meet the requirements of NZS 4206 or AS 2049.",3,1,,-1
NZ_NZBC-E2AS1#3.8,8.2.1.0.2,8.2.1 Materials; Clay tiles shall meet the requirements of AS 2049.,"if(is(tile.material,clay)),then(obligation(complyWith(tile,as_2049)))","If the tile material is clay, then the tile shall meet the requirements of AS 2049.",3,1,,-1
NZ_NZBC-E2AS1#3.8,4.4.0.1,"4.4 Fixings; Fixings of metal flashings shall comply with Tables 20, 21 and 22.","if(and(has(flashing,fixing),is(fixing.material,metal))),then(obligation(complyWith(fixing,and(nzbc_e2as1_t20,nzbc_e2as1_t21,nzbc_e2as1_t22))))","If flashings have fixings and the flashing material is metal, then the fixing shall comply with E2/AS1 Tables 20, 21 and 22.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,4.5.1.0.1,4.5.1 Edge treatments for flashings; Flashings shall be to the dimensions shown throughout this Acceptable Solution.,"if(exist(flashing)),then(obligation(asPer(flashing.dimension,nzbc_e2as1)))","If flashings exist, then the flashings shall be to the dimensions shown throughout E2/AS1.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,4.5.2.0.1.c.1,"Joins of metal flashings shall have the following features: Where both ends of a flashing are constrained, allowance shall be made for expansion.","if(and(is(flashing.material,metal),has(flashing,join),loop(forEach(flashing.end),is(flashing.end,constrained)))),then(obligation(has(join,expansionAllowance)))","If flashings are material metal and have joins and each end of a flashing is constrained, then the join shall have expansion allowance.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,4.5.2.0.1.d.1,"Where necessary, expansion joints shall be formed as shown in Figure 6, with: i) minimum 200 mm laps, and ii) sliding clips at both sides of the lap.","if(exist(expansionJoint)),then(obligation(and(asPer(expansionJoint,nzbc_e2as1_f6),has(expansionJoint,lap),greaterThanEqual(lap.width,200 mm),has(lap.side,slidingClip))))","If an expansion joint exist, then the expansion joint shall be as shown in E2/AS1 Figure 6, has laps, and the laps are minimum 200 mm wide and the sides of the lap have sliding clips.",1,1,1.0,1
NZ_NZBC-E2AS1#3.8,4.5.2.0.1.e.1,"When using uncoated galvanized steel, zinc, stainless steel or copper flashings, joints shall be riveted or soldered as described in the New Zealand Metal Roof and Wall Cladding Code of Practice.","if(and(is(flashing.material,or(uncoatedGalvanizedSteel,uncoatedGalvanizedZinc,uncoatedGalvanizedStainlessSteel,uncoatedGalvanizedCopper)),has(flashing,expansionJoint))),then(obligation(and(is(expansionJoint.join,or(rivet,solder)),asPer(expansionJoint.join,newZealandMetalRoofAndWallCladdingCodeOfPractice))))","If the flashing material is uncoated galvanized steel, zinc, stainless steel or copper and the flashing has an expansion joint, then the expansion joint shall be joined using rivets or solder as described in the New Zealand Metal Roof and Wall Cladding Code of Practice.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,4.6.0.4,Where a notched turn-down is used there shall be a gap between the edge of the flashing and the pan of the roof cladding. The gap shall be a maximum of 5 mm.,"if(and(has(flashing,turnDown),is(turnDown.type,notched))),then(obligation(and(has(flashing,edge),has(cladding,pan),inBetween(gap,and(edge,pan)),lessThanEqual(gap.size,5 mm))))","If the flashing has a notched turn-down, then there shall be a gap between the edge of the flashing and the pan of the cladding. The gap shall be a maximum of 5 mm.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,6.1.0.1,"6.1 Limitations; This Acceptable Solution does not cover parapet cappings that use stucco, EIFS and flush-finished fibre cement materials.","if(and(has(parapet,capping),is(capping.material,or(stucco,eifs,flushFinishedFibreCement)))),then(not(applyTo(nzbc_e2as1,capping)))","If the parapet cappings use stucco, EIFS and flush-finished fibre cement materials, then E2/AS1 does not apply to the capping.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.3.8.0.1,"8.3 Pressed Metal Tiles; The roof shall be flashed at all boundaries, except at the discharge to a gutter, using the details shown in Figure 34 to Figure 37.","if(is(roof.type,pressedMetalTile)),then(obligation(and(has(roof.boundary,flashing),not(and(towards(roof.discharge,gutter),has(roof.discharge,flashing))),asPer(flashing,nzbc_e2as1_f34 to nzbc_e2as1_f37))))","If the roof type is pressed metal tile, then the roof boundaries shall have flashings. The roof discharge to a gutter shall not have flashings. The flashings shall be as shown in E2/AS1 Figure 34 to Figure 37.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.3.10.0.1,"8.0 Roof Claddings 8.3 Pressed Metal Tiles 8.3.10 Roof penetrations; Pipe penetrations shall be flashed using EPDM flashings similar to that shown for masonry tiles, Figure 29.","if(and(is(roofCladding.type,pressedMetalTile),has(roofCladding,penetration),for(penetration,pipe))),then(obligation(and(has(penetration,flashing),is(flashing.material,epdm),define(masonryTile.flashing,x0),similarTo(flashing,x0),asPer(x0,nzbc_e2as1_f29))))","If the roof cladding type is pressed metal tiles and the roof cladding has pipe penetrations, then the penetrations shall be flashed using EPDM flashings similar to masonry tile flashing in E2/AS1 Figure 29. ",1,1,,-1
NZ_NZBC-E2AS1#3.8,8.4.3.3.0.1,"8.4 Profiled Metal Roof Cladding 8.4.3.3 Aluminium; Aluminium for the manufacture of profiled aluminium roofing shall comply with AS/NZS 1734, and be a minimum: a) Base metal thickness (BMT) of 0.7 mm, b) 5000 series.","if(and(is(roofCladding.type,profiledMetal),is(roofCladding.material,aluminium))),then(obligation(and(complyWith(cladding.material,nzs_1734),greaterThanEqual(aluminium.baseMetalThickness,0.7 mm),greaterThanEqual(aluminium.grade,5000 series))))","If the material of profiled metal roof claddings is aluminium, then the aluminium shall comply with NZS 1734, and be a minimum base metal thickness of 0.7 mm, and minimum 5000 series.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,8.4.3.3.0.2,8.4 Profiled Metal Roof Cladding; Pre-painted aluminium roofing shall have a factory-applied finish complying with AS/NZS 2728.,"if(and(is(roofCladding.type,profiledMetal),is(roofCladding.material,aluminium),is(aluminium,prePainted))),then(obligation(and(has(roofCladding,factoryAppliedFinish),complyWith(factoryAppliedFinish,nzs_2728))))","If the material of profiled metal roof claddings is pre-painted aluminium, then the roof cladding shall have a factory-applied finish complying with NZS 2728.",1,1,0.0,-1
